"playerID","HallOfFame_years_on_ballot","HallOfFame_max_ballots_cast","HallOfFame_max_needed","HallOfFame_max_votes","HallOfFame_inducted","birthYear","birthMonth","birthDay","birthCountry","birthState","birthCity","deathYear","deathMonth","deathDay","deathCountry","deathState","deathCity","nameFirst","nameLast","nameGiven","weight","height","bats","throws","debut","finalGame","retroID","bbrefID","Batting_total_seasons","Batting_total_teams","Batting_G","Batting_AB","Batting_R","Batting_H","Batting_2B","Batting_3B","Batting_HR","Batting_RBI","Batting_SB","Batting_CS","Batting_BB","Batting_SO","Batting_IBB","Batting_HBP","Batting_SH","Batting_SF","Batting_GIDP","Fielding_G","Fielding_GS","Fielding_InnOuts","Fielding_PO","Fielding_A","Fielding_E","Fielding_DP","Fielding_PB","Fielding_WP","Fielding_SB","Fielding_CS","Awards_PitchingTripleCrown","Awards_TripleCrown","Awards_BaseballMagazineAllStar","Awards_MostValuablePlayer","Awards_TSNAllStar","Awards_TSNGuideMVP","Awards_TSNMajorLeaguePlayerOfTheYear","Awards_TSNPitcherOfTheYear","Awards_TSNPlayerOfTheYear","Awards_RookieOfTheYear","Awards_BabeRuthAward","Awards_LouGehrigMemorialAward","Awards_WorldSeriesMVP","Awards_CyYoungAward","Awards_GoldGlove","Awards_FiremanOfTheYear","Awards_AlLStarGameMVP","Awards_HutchAward","Awards_RobertoClemnteAward","Awards_RolaidsReliefManAward","Awards_NLCSMVP","Awards_ALCSMVP","Awards_SilverSluger","Awards_BranchRickeyAward","Awards_HankAaronAward","Awards_TSNReliverOfTheYear","Awards_ComebackPlayerOfTheYear","Awards_OutstandingDHAward","Awards_RelieverOfTheYear","AllstarGames","position","position.c","position.1b","position.2b","position.3b","position.ss","position.lf","position.cf","position.rf","Batting_1B","Batting_Average","Slugging","OPS","ISO","wOBA","R.perAB","H.perAB","singles.perAB","doubles.perAB","triples.perAB","HR.perAB","RBI.perAB","SB.perAB","CS.perAB","BB.perAB","SO.perAB","IBB.perAB","HBP.perAB","SH.perAB","SF.perAB","GIDP.perAB","TotalAllStarAwards"
"welchcu01",0,0,0,0,"N",1862,2,10,"USA","OH","Williamsport",1896,8,29,"USA","OH","East Liverpool","Curt","Welch","Curtis Benton",175,70,"R","R","1884-05-01",1893-05-23,"welcc101","welchcu01",10,7,1107,4385,915,1152,215,66,16,503,453,0,381,93,0,173,0,0,0,1120,0,0,2470,318,213,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cf",0,0,0,0,0,0,1,0,855,0.262713797035348,0.352793614595211,0.345414051427414,0.0900798175598632,0.17761834379429,0.20866590649943,0.262713797035348,0.194982896237172,0.0490307867730901,0.0150513112884835,0.00364880273660205,0.114709236031927,0.103306727480046,0,0.0868871151653364,0.0212086659064994,0,0.0394526795895097,0,0,0,0
"jeffcha01",0,0,0,0,"N",1924,9,6,"USA","SC","West Columbia",2007,8,30,"USA","FL","Tampa","Hal","Jeffcoat","Harold Bentley",185,70,"R","R","1948-04-20",1959-08-06,"jeffh101","jeffcha01",12,3,918,1963,249,487,95,18,26,188,49,7,114,289,0,5,47,2,55,804,51,2117,1267,203,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cf",0,0,0,0,0,0,1,0,348,0.248089658685685,0.354559347936831,0.290786948176584,0.106469689251146,0.152414299424184,0.126846663270504,0.248089658685685,0.177279673968416,0.0483953132959755,0.00916963830871116,0.0132450331125828,0.0957717778909832,0.0249617931737137,0.00356597045338767,0.0580743759551707,0.147223637289862,0,0.00254712175241977,0.0239429444727458,0.00101884870096791,0.0280183392766174,0
"obriech01",0,0,0,0,"N",1960,5,1,"USA","OK","Tulsa",NA,NA,NA,"","","","Charlie","O'Brien","Charles Hugh",195,74,"R","R","1985-06-02",2000-06-21,"obric001","o'brich01",15,8,800,2232,216,493,119,4,56,261,1,10,209,354,14,60,41,18,62,782,675,17915,4441,396,47,57,21,158,454,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,314,0.220878136200717,0.353046594982079,0.302500992457324,0.132168458781362,0.192064750499002,0.0967741935483871,0.220878136200717,0.140681003584229,0.0533154121863799,0.0017921146953405,0.025089605734767,0.116935483870968,0.000448028673835125,0.00448028673835125,0.0936379928315412,0.158602150537634,0.00627240143369176,0.0268817204301075,0.0183691756272401,0.00806451612903226,0.0277777777777778,0
"martied01",8,581,436,259,"N",1963,1,2,"USA","NY","New York",NA,NA,NA,"","","","Edgar","Martinez","Edgar",175,72,"R","R","1987-09-12",2004-10-03,"marte001","martied01",18,1,2055,7213,1219,2247,514,15,309,1261,49,30,1283,1202,113,89,10,77,190,592,561,14488,566,1025,81,107,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,7,"3b",0,0,0,1,0,0,0,0,1409,0.311520865104672,0.515458200471371,0.417801893327176,0.203937335366699,0.271776839396421,0.169000415915708,0.311520865104672,0.195341744073201,0.0712602245944822,0.00207957853874948,0.0428393178982393,0.174823235824206,0.0067932898932483,0.00415915707749896,0.177873284347706,0.166643560238458,0.0156661583252461,0.0123388326632469,0.00138638569249965,0.0106751698322473,0.0263413281574934,4
"brookhu01",1,499,375,0,"N",1956,9,24,"USA","CA","Los Angeles",NA,NA,NA,"","","","Hubie","Brooks","Hubert",178,72,"R","R","1980-09-04",1994-07-02,"brooh001","brookhu01",15,5,1645,5974,656,1608,290,31,149,824,64,56,387,1005,62,38,12,65,163,1489,1454,37598,1935,2031,196,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,"rf",0,0,0,0,0,0,0,1,1138,0.269166387679946,0.402912621359223,0.314511138613861,0.133746233679277,0.169396344892221,0.109809173083361,0.269166387679946,0.190492132574489,0.0485436893203883,0.00518915299631738,0.0249414127887513,0.137931034482759,0.0107130900569133,0.00937395379979913,0.0647807164378976,0.168228992299967,0.0103783059926348,0.00636089722129227,0.00200870438567124,0.0108804820890526,0.027284901238701,0
"thompro01",1,472,354,0,"N",1962,5,10,"USA","FL","West Palm Beach",NA,NA,NA,"","","","Robby","Thompson","Robert Randall",165,71,"R","R","1986-04-08",1996-09-22,"thomr003","thompro01",11,1,1304,4612,671,1187,238,39,119,458,103,62,439,987,8,66,99,19,72,1280,1240,32163,2611,3705,110,873,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,791,0.257372072853426,0.403295750216826,0.329439252336449,0.1459236773634,0.20101868174727,0.145490026019081,0.257372072853426,0.171509106678231,0.0516045099739809,0.00845620121422376,0.0258022549869905,0.0993061578490893,0.0223330442324371,0.0134431916738942,0.0951864700780572,0.214006938421509,0.00173460537727667,0.0143104943625325,0.0214657415437988,0.00411968777103209,0.01561144839549,1
"dunstsh01",1,543,408,1,"N",1963,3,21,"USA","NY","Brooklyn",NA,NA,NA,"","","","Shawon","Dunston","Shawon Donnell",175,73,"R","R","1985-04-09",2002-09-29,"dunss001","dunstsh01",18,6,1814,5927,736,1597,292,62,150,668,212,82,203,1000,44,41,56,49,98,1657,1487,38688,2722,3808,215,729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ss",0,0,0,0,1,0,0,0,1093,0.269444913109499,0.415555930487599,0.295980707395498,0.1461110173781,0.165615997409326,0.124177492829425,0.269444913109499,0.18441032562848,0.0492660705247174,0.0104606040155222,0.0253079129407795,0.112704572296271,0.0357685169563017,0.0138349924076261,0.0342500421798549,0.168719419605197,0.00742365446262865,0.00691749620381306,0.00944828749789101,0.00826725156065463,0.0165345031213093,1
"basske01",0,0,0,0,"N",1959,5,12,"USA","CA","Redwood City",NA,NA,NA,"","","","Kevin","Bass","Kevin Charles",183,72,"B","R","1982-04-09",1995-10-01,"bassk001","basske01",14,5,1571,4839,609,1308,248,40,118,611,151,73,357,668,63,37,28,30,112,1301,1148,30997,2332,73,43,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"rf",0,0,0,0,0,0,0,1,902,0.270303781773094,0.411241992147138,0.323389701691051,0.140938210374044,0.180276461538462,0.125852448853069,0.270303781773094,0.186402149204381,0.0512502583178343,0.00826617069642488,0.0243852035544534,0.12626575738789,0.0312047943790039,0.0150857615209754,0.0737755734655921,0.138045050630296,0.0130192188468692,0.00764620789419302,0.00578631948749742,0.00619962802231866,0.0231452779499897,0
"gilliba01",0,0,0,0,"N",1856,1,3,"USA","MA","Cambridge",1934,4,1,"USA","MA","Lynn","Barney","Gilligan","Andrew Bernard",130,66,"R","R","1875-09-25",1888-04-27,"gillb101","gilliba01",10,4,521,1865,215,386,68,23,3,167,8,0,147,235,0,0,0,0,0,533,0,0,2584,722,336,68,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,292,0.206970509383378,0.272922252010724,0.264910536779324,0.0659517426273458,0.127862127236581,0.115281501340483,0.206970509383378,0.15656836461126,0.0364611260053619,0.0123324396782842,0.00160857908847185,0.089544235924933,0.00428954423592493,0,0.0788203753351206,0.126005361930295,0,0,0,0,0,0
"wasdeji01",0,0,0,0,"N",1914,5,15,"USA","OH","Cleveland",1983,8,6,"USA","FL","New Port Richey","Jimmy","Wasdell","James Charles",185,71,"L","L","1937-09-03",1947-04-18,"wasdj101","wasdeji01",11,5,888,2866,339,782,109,34,29,341,29,4,243,165,0,13,39,0,53,739,0,0,3309,183,68,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1b",0,1,0,0,0,0,0,0,610,0.272854152128402,0.364968597348221,0.332479180012812,0.0921144452198185,0.155552850736707,0.118283321702722,0.272854152128402,0.212840195394278,0.0380321004884857,0.0118632240055827,0.0101186322400558,0.118981158408932,0.0101186322400558,0.00139567341242149,0.0847871598046057,0.0575715282623866,0,0.00453593859036985,0.0136078157711096,0,0.0184926727145848,0
"tayloto02",1,415,312,0,"N",1935,12,19,"Cuba","","Central Alava",NA,NA,NA,"","","","Tony","Taylor","Antonio Nemesio",170,69,"R","R","1958-04-15",1976-09-29,"taylt101","tayloto02",19,3,2195,7680,1005,2007,298,86,75,598,234,111,613,1083,49,78,91,39,166,2031,1824,49375,4241,4696,219,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"2b",0,0,1,0,0,0,0,0,1548,0.261328125,0.351822916666667,0.320808561236623,0.0904947916666666,0.150490060997488,0.130859375,0.261328125,0.2015625,0.0388020833333333,0.0111979166666667,0.009765625,0.0778645833333333,0.03046875,0.014453125,0.0798177083333333,0.141015625,0.00638020833333333,0.01015625,0.0118489583333333,0.005078125,0.0216145833333333,0
"oneilst01",7,266,200,13,"N",1891,7,6,"USA","PA","Minooka",1962,1,26,"USA","OH","Cleveland","Steve","O'Neill","Stephen Francis",165,70,"R","R","1911-09-18",1928-09-14,"oneis101","o'neist01",17,4,1590,4795,448,1259,248,34,13,537,30,23,592,383,0,43,130,0,0,1533,0,0,5968,1698,217,194,145,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,964,0.262565172054223,0.336600625651721,0.348802946593002,0.0740354535974974,0.169906850828729,0.0934306569343066,0.262565172054223,0.20104275286757,0.0517205422314911,0.00709071949947862,0.002711157455683,0.111991657977059,0.00625651720542232,0.00479666319082377,0.123461939520334,0.0798748696558916,0,0.00896767466110532,0.02711157455683,0,0,9
"moorech02",0,0,0,0,"N",1953,6,21,"USA","AL","Birmingham",NA,NA,NA,"","","","Charlie","Moore","Charles William",180,71,"R","R","1973-09-08",1987-10-04,"moorc001","moorech02",15,2,1334,4033,456,1052,187,43,36,408,51,57,346,470,12,11,71,21,104,1293,1102,29775,4481,469,101,53,67,253,488,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,786,0.26084800396727,0.355318621373667,0.319428700974836,0.0944706174063972,0.157081109343033,0.113067195636003,0.26084800396727,0.194892139846268,0.046367468385817,0.010662038184974,0.00892635755021076,0.101165385569055,0.0126456731961319,0.0141333994545004,0.0857922142325812,0.116538556905529,0.00297545251673692,0.00272749814034218,0.0176047607240268,0.00520704190428961,0.0257872551450533,0
"wohlfji01",0,0,0,0,"N",1951,2,28,"USA","CA","Visalia",NA,NA,NA,"","","","Jim","Wohlford","James Eugene",175,71,"R","R","1972-09-01",1986-10-05,"wohlj001","wohlfji01",15,4,1220,3049,349,793,125,33,21,305,89,68,241,376,18,8,38,35,62,896,687,19244,1559,68,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,614,0.260085273860282,0.34339127582814,0.312631263126313,0.0833060019678583,0.141928567119155,0.11446375860938,0.260085273860282,0.201377500819941,0.0409970482125287,0.0108232207281076,0.00688750409970482,0.10003279763857,0.0291898983273204,0.0223023942276156,0.0790423089537553,0.123319121023286,0.00590357494260413,0.00262381108560184,0.0124631026566087,0.011479173499508,0.0203345359134142,0
"mowremi01",0,0,0,0,"N",1884,3,24,"USA","PA","Brown's Mill",1947,3,20,"USA","PA","Chambersburg","Mike","Mowrey","Harry Harlan",180,70,"R","R","1905-09-24",1917-08-13,"mowrm101","mowremi01",13,5,1276,4291,485,1099,183,54,7,461,167,0,469,297,0,35,184,0,0,1239,0,0,1443,2471,243,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3b",0,0,0,1,0,0,0,0,855,0.256117455138662,0.328827779072477,0.334306569343066,0.072710323933815,0.158366631908238,0.113027266371475,0.256117455138662,0.199254253087858,0.042647401538103,0.0125844791423911,0.00163132137030995,0.107434164530412,0.0389186669773945,0,0.109298531810767,0.0692146352831508,0,0.00815660685154975,0.0428804474481473,0,0,0
"parkeda01",15,581,436,116,"N",1951,6,9,"USA","MS","Grenada",NA,NA,NA,"","","","Dave","Parker","David Gene",230,77,"L","R","1973-07-12",1991-10-02,"parkd001","parkeda01",19,6,2466,9358,1272,2712,526,75,339,1493,154,113,683,1537,170,56,1,86,209,1887,1859,49056,3949,152,144,47,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,6,"rf",0,0,0,0,0,0,0,1,1772,0.289805513998718,0.470720239367386,0.33889816360601,0.180914725368669,0.20510742035354,0.135926480017098,0.289805513998718,0.189356700149605,0.0562085915793973,0.00801453301987604,0.0362256892498397,0.159542637315666,0.0164565078008121,0.0120752297499466,0.0729856807010045,0.164244496687326,0.0181662748450524,0.00598418465484078,0.000106860440265014,0.00918999786279119,0.0223338320153879,6
"lockhke01",0,0,0,0,"N",1964,11,10,"USA","CA","Whittier",NA,NA,NA,"","","","Keith","Lockhart","Keith Virgil",170,70,"L","R","1994-04-05",2003-09-27,"lockk001","lockhke01",10,3,979,2268,290,591,117,17,44,268,30,15,195,268,23,14,22,30,36,664,488,13288,797,1400,50,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,413,0.260582010582011,0.385361552028219,0.319106501794974,0.124779541446208,0.174752576489533,0.127865961199295,0.260582010582011,0.182098765432099,0.0515873015873016,0.00749559082892416,0.0194003527336861,0.118165784832451,0.0132275132275132,0.00661375661375661,0.085978835978836,0.118165784832451,0.0101410934744268,0.00617283950617284,0.00970017636684303,0.0132275132275132,0.0158730158730159,0
"mccarja01",0,0,0,0,"N",1869,3,26,"USA","MA","Hardwick",1948,6,5,"USA","IL","Chicago","Jack","McCarthy","John Arthur",155,69,"L","L","1893-08-03",1907-05-25,"mccaj105","mccarja01",12,5,1091,4195,550,1203,171,66,7,474,145,0,268,13,0,24,153,0,0,1069,0,0,2176,146,131,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,959,0.286769964243147,0.364004767580453,0.333184755961667,0.0772348033373063,0.139538934700245,0.131108462455304,0.286769964243147,0.228605482717521,0.0407628128724672,0.0157330154946365,0.00166865315852205,0.112991656734207,0.034564958283671,0,0.0638855780691299,0.00309892729439809,0,0.00572109654350417,0.0364719904648391,0,0,0
