"playerID","HallOfFame_years_on_ballot","HallOfFame_max_ballots_cast","HallOfFame_max_needed","HallOfFame_max_votes","HallOfFame_inducted","birthYear","birthMonth","birthDay","birthCountry","birthState","birthCity","deathYear","deathMonth","deathDay","deathCountry","deathState","deathCity","nameFirst","nameLast","nameGiven","weight","height","bats","throws","debut","finalGame","retroID","bbrefID","Batting_total_seasons","Batting_total_teams","Batting_G","Batting_AB","Batting_R","Batting_H","Batting_2B","Batting_3B","Batting_HR","Batting_RBI","Batting_SB","Batting_CS","Batting_BB","Batting_SO","Batting_IBB","Batting_HBP","Batting_SH","Batting_SF","Batting_GIDP","Fielding_G","Fielding_GS","Fielding_InnOuts","Fielding_PO","Fielding_A","Fielding_E","Fielding_DP","Fielding_PB","Fielding_WP","Fielding_SB","Fielding_CS","Awards_PitchingTripleCrown","Awards_TripleCrown","Awards_BaseballMagazineAllStar","Awards_MostValuablePlayer","Awards_TSNAllStar","Awards_TSNGuideMVP","Awards_TSNMajorLeaguePlayerOfTheYear","Awards_TSNPitcherOfTheYear","Awards_TSNPlayerOfTheYear","Awards_RookieOfTheYear","Awards_BabeRuthAward","Awards_LouGehrigMemorialAward","Awards_WorldSeriesMVP","Awards_CyYoungAward","Awards_GoldGlove","Awards_FiremanOfTheYear","Awards_AlLStarGameMVP","Awards_HutchAward","Awards_RobertoClemnteAward","Awards_RolaidsReliefManAward","Awards_NLCSMVP","Awards_ALCSMVP","Awards_SilverSluger","Awards_BranchRickeyAward","Awards_HankAaronAward","Awards_TSNReliverOfTheYear","Awards_ComebackPlayerOfTheYear","Awards_OutstandingDHAward","Awards_RelieverOfTheYear","AllstarGames","position","position.c","position.1b","position.2b","position.3b","position.ss","position.lf","position.cf","position.rf","Batting_1B","Batting_Average","Slugging","OPS","ISO","wOBA","R.perAB","H.perAB","singles.perAB","doubles.perAB","triples.perAB","HR.perAB","RBI.perAB","SB.perAB","CS.perAB","BB.perAB","SO.perAB","IBB.perAB","HBP.perAB","SH.perAB","SF.perAB","GIDP.perAB","TotalAllStarAwards","debutYear"
"washicl01",1,470,353,0,"N",1954,8,31,"USA","CA","Los Angeles",NA,NA,NA,"","","","Claudell","Washington","Claudell",190,72,"L","L",1974-07-05,1990-06-18,"washc001","washicl01",17,7,1912,6787,926,1884,334,69,164,824,312,134,468,1266,77,36,25,51,140,1685,1579,42104,3198,104,91,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"rf",0,0,0,0,0,0,0,1,1317,0.277589509356122,0.419625755120082,0.325251974938709,0.142036245763961,0.178019766001376,0.136437306615589,0.277589509356122,0.194047443642257,0.0492117283041108,0.0101664947694121,0.0241638426403418,0.121408575217327,0.0459702372182113,0.0197436275232061,0.0689553558273169,0.186533077943127,0.0113452188006483,0.00530425814056284,0.00368351259761308,0.00751436569913069,0.0206276705466333,0,1974
"iorgda01",0,0,0,0,"N",1950,5,11,"USA","CA","Eureka",NA,NA,NA,"","","","Dane","Iorg","Dane Charles",180,72,"L","R",1977-04-09,1986-10-04,"iorgd001","iorgda01",10,4,743,1647,149,455,103,11,14,216,5,7,107,180,15,2,2,24,54,467,378,9206,1320,70,17,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,327,0.276259866423801,0.37765634486946,0.31685393258427,0.101396478445659,0.154144249291785,0.0904675166970249,0.276259866423801,0.198542805100182,0.0625379477838494,0.00667880995749848,0.00850030358227079,0.131147540983607,0.00303582270795386,0.0042501517911354,0.0649666059502125,0.109289617486339,0.00910746812386157,0.00121432908318154,0.00121432908318154,0.0145719489981785,0.0327868852459016,0,1977
"nortogr01",0,0,0,0,"N",1972,7,6,"USA","CA","San Leandro",NA,NA,NA,"","","","Greg","Norton","Gregory Blakemoor",190,73,"B","R",1996-08-18,2009-10-04,"nortg001","nortogr01",13,6,1107,2410,315,600,126,8,89,338,15,18,323,604,16,11,6,14,52,606,450,12085,1541,482,68,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3b",0,0,0,1,0,0,0,0,377,0.24896265560166,0.418672199170124,0.338651196519217,0.169709543568465,0.22367345003647,0.130705394190871,0.24896265560166,0.15643153526971,0.0522821576763485,0.0033195020746888,0.0369294605809129,0.140248962655602,0.00622406639004149,0.00746887966804979,0.13402489626556,0.250622406639004,0.00663900414937759,0.0045643153526971,0.0024896265560166,0.00580912863070539,0.0215767634854772,0,1996
"manniri01",0,0,0,0,"N",1954,9,2,"USA","NY","Niagara Falls",NA,NA,NA,"","","","Rick","Manning","Richard Eugene",180,73,"L","R",1975-05-23,1987-10-04,"mannr001","manniri01",13,2,1555,5248,664,1349,189,43,56,458,168,78,471,616,33,9,61,43,104,1508,1353,36768,3831,71,58,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cf",0,0,0,0,0,0,1,0,1061,0.257050304878049,0.341463414634146,0.316929474961012,0.0844131097560976,0.144701603346114,0.126524390243902,0.257050304878049,0.202172256097561,0.0360137195121951,0.00819359756097561,0.0106707317073171,0.0872713414634146,0.0320121951219512,0.0148628048780488,0.0897484756097561,0.117378048780488,0.00628810975609756,0.00171493902439024,0.0116234756097561,0.00819359756097561,0.0198170731707317,0,1975
"bosweke01",0,0,0,0,"N",1946,2,23,"USA","TX","Austin",NA,NA,NA,"","","","Ken","Boswell","Kenneth George",170,72,"L","R",1967-09-18,1977-10-01,"boswk101","bosweke01",11,2,930,2517,266,625,91,19,31,244,27,17,240,239,29,9,25,25,90,656,574,15648,1163,1432,66,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,484,0.248311481922924,0.336511720301947,0.313149408814045,0.0882002383790226,0.147198841419261,0.105681366706397,0.248311481922924,0.192292411601112,0.0361541517679778,0.00754866905045689,0.012316249503377,0.0969408025427096,0.0107270560190703,0.00675407230830354,0.0953516090584029,0.0949543106873262,0.0115216527612237,0.00357568533969011,0.00993245927691696,0.00993245927691696,0.0357568533969011,0,1967
"youngdm01",0,0,0,0,"N",1973,10,11,"USA","MS","Vicksburg",NA,NA,NA,"","","","Dmitri","Young","Dmitri Dell",295,74,"B","R",1996-08-29,2008-07-11,"yound001","youngdm01",13,4,1364,4762,648,1389,301,29,171,683,25,22,407,871,66,45,3,35,149,988,902,22517,3981,364,90,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"1b",0,1,0,0,0,0,0,0,888,0.291684166316674,0.47480050398992,0.350733473042484,0.183116337673247,0.219050819988424,0.136077278454431,0.291684166316674,0.186476270474591,0.0632087358252835,0.00608987820243595,0.0359092818143637,0.143427131457371,0.00524989500209996,0.00461990760184796,0.0854682906341873,0.182906341873163,0.0138597228055439,0.00944981100377992,0.000629987400251995,0.00734985300293994,0.0312893742125157,0,1996
"duncada01",0,0,0,0,"N",1945,9,26,"USA","TX","Dallas",NA,NA,NA,"","","","Dave","Duncan","David Edwin",190,74,"R","R",1964-05-06,1976-10-01,"duncd101","duncada01",11,4,929,2885,274,617,79,4,109,341,5,13,252,677,20,14,21,18,68,888,810,21910,4535,353,79,67,72,221,472,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,425,0.213864818024263,0.35736568457539,0.278636793941306,0.143500866551127,0.172692918386789,0.0949740034662045,0.213864818024263,0.147313691507799,0.0273830155979203,0.00138648180242634,0.0377816291161178,0.118197573656846,0.00173310225303293,0.00450606585788562,0.0873483535528596,0.234662045060659,0.00693240901213172,0.0048526863084922,0.0072790294627383,0.00623916811091854,0.0235701906412478,0,1964
"bardjo01",0,0,0,0,"N",1978,3,30,"USA","NY","Ithaca",NA,NA,NA,"","","","Josh","Bard","Joshua David",225,75,"B","R",2002-08-23,2011-09-17,"bardj001","bardjo01",10,5,586,1778,162,452,109,3,39,220,1,4,175,299,12,3,11,13,56,527,468,12675,3102,229,28,31,26,0,358,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,301,0.25421822272216,0.384701912260967,0.3199593702387,0.130483689538808,0.187373939703628,0.0911136107986502,0.25421822272216,0.169291338582677,0.0613048368953881,0.00168728908886389,0.0219347581552306,0.123734533183352,0.000562429696287964,0.00224971878515186,0.0984251968503937,0.168166479190101,0.00674915635545557,0.00168728908886389,0.0061867266591676,0.00731158605174353,0.031496062992126,0,2002
"garvest01",15,545,409,196,"N",1948,12,22,"USA","FL","Tampa",NA,NA,NA,"","","","Steve","Garvey","Steven Patrick",192,70,"R","R",1969-09-01,1987-05-23,"garvs001","garvest01",19,2,2332,8835,1143,2599,440,43,272,1308,83,62,479,1003,113,29,33,90,251,2261,2205,58402,19004,1434,130,1531,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,4,0,2,0,1,0,2,0,0,0,0,0,0,0,0,10,"1b",0,1,0,0,0,0,0,0,1844,0.29417091114884,0.446066779852858,0.329375596310824,0.151895868704018,0.175689399141631,0.12937181663837,0.29417091114884,0.208715336728919,0.0498019241652518,0.00486700622524052,0.0307866440294284,0.14804753820034,0.00939445387662705,0.00701754385964912,0.0542161856253537,0.113525749858517,0.0127900396151669,0.00328239954725523,0.00373514431239389,0.0101867572156197,0.0284097340124505,4,1969
"walbema01",0,0,0,0,"N",1969,10,2,"USA","CA","Sacramento",NA,NA,NA,"","","","Matt","Walbeck","Matthew Lovick",195,71,"B","R",1993-04-07,2003-09-28,"walbm001","walbema01",11,5,682,2109,215,492,79,5,28,208,13,12,133,343,4,10,14,14,56,653,565,15242,3304,248,34,26,42,183,420,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,380,0.233285917496444,0.315315315315315,0.280229479258605,0.0820293978188715,0.131428381962865,0.10194404931247,0.233285917496444,0.18018018018018,0.0374585111427217,0.00237079184447606,0.0132764343290659,0.0986249407302039,0.00616405879563774,0.00568990042674253,0.0630630630630631,0.162636320531057,0.00189663347558084,0.00474158368895211,0.00663821716453295,0.00663821716453295,0.0265528686581318,0,1993
"stynech01",0,0,0,0,"N",1973,1,19,"USA","NY","Queens",NA,NA,NA,"","","","Chris","Stynes","Christopher Desmond",175,69,"R","R",1995-05-19,2004-07-30,"stync001","stynech01",10,6,828,2326,351,640,118,9,51,265,49,16,191,308,9,22,23,11,48,709,550,14820,699,925,42,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3b",0,0,0,1,0,0,0,0,462,0.275150472914875,0.399398108340499,0.334509803921569,0.124247635425623,0.178733805588351,0.150902837489252,0.275150472914875,0.198624247635426,0.0507308684436801,0.00386930352536543,0.0219260533104041,0.113929492691316,0.0210662080825451,0.00687876182287188,0.0821152192605331,0.132416165090284,0.00386930352536543,0.00945829750644884,0.00988822012037833,0.00472914875322442,0.0206362854686157,0,1995
"officro01",0,0,0,0,"N",1952,10,25,"USA","CA","Sacramento",NA,NA,NA,"","","","Rowland","Office","Rowland Johnie",170,72,"L","L",1972-08-05,1983-04-20,"offir101","officro01",11,3,899,2413,259,626,101,11,32,242,27,30,189,311,15,16,23,20,52,772,565,16137,1481,27,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cf",0,0,0,0,0,0,1,0,482,0.259428097803564,0.350186489846664,0.315011372251706,0.0907583920430999,0.147843156690812,0.107335267302114,0.259428097803564,0.199751346871115,0.0418566100290095,0.00455864069622876,0.0132615002072109,0.100290095317033,0.0111893907998342,0.0124326564442603,0.0783257355988396,0.128885205138831,0.00621632822213013,0.00663075010360547,0.00953170327393286,0.00828843762950684,0.0215499378367178,0,1972
"moellch01",0,0,0,0,"N",1975,2,18,"USA","CA","Upland",NA,NA,NA,"","","","Chad","Moeller","Chad Edward",207,75,"R","R",2000-06-20,2010-09-25,"moelc001","moellch01",11,7,501,1392,146,315,74,7,29,132,2,4,108,331,18,15,16,8,51,479,396,10688,3028,190,22,16,18,0,246,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,205,0.226293103448276,0.352011494252874,0.287590282337492,0.125718390804598,0.171049169435216,0.104885057471264,0.226293103448276,0.147270114942529,0.0531609195402299,0.00502873563218391,0.0208333333333333,0.0948275862068965,0.0014367816091954,0.0028735632183908,0.0775862068965517,0.237787356321839,0.0129310344827586,0.0107758620689655,0.0114942528735632,0.00574712643678161,0.0366379310344828,0,2000
"wilkiri01",0,0,0,0,"N",1967,6,4,"USA","FL","Jacksonville",NA,NA,NA,"","","","Rick","Wilkins","Richard David",210,74,"L","R",1991-06-06,2001-10-03,"wilkr001","wilkiri01",11,8,720,2114,280,515,95,7,81,275,9,12,278,571,42,13,9,21,34,668,563,15421,3714,382,31,42,48,175,386,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,332,0.243614001892148,0.410122989593188,0.332234130255565,0.166508987701041,0.211386577181208,0.132450331125828,0.243614001892148,0.157048249763482,0.0449385052034059,0.0033112582781457,0.0383159886471145,0.130085146641438,0.00425733207190161,0.00567644276253548,0.131504257332072,0.270104068117313,0.0198675496688742,0.00614947965941343,0.00425733207190161,0.00993377483443709,0.0160832544938505,0,1991
"mordemi01",0,0,0,0,"N",1967,12,13,"USA","AL","Birmingham",NA,NA,NA,"","","","Mike","Mordecai","Michael Howard",175,71,"R","R",1994-05-08,2005-09-21,"mordm001","mordemi01",12,3,793,1362,157,333,75,7,24,132,13,13,112,261,9,5,25,8,19,587,250,8569,454,709,36,144,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3b",0,0,0,1,0,0,0,0,227,0.244493392070485,0.362701908957416,0.302622730329523,0.118208516886931,0.170432070365359,0.115271659324523,0.244493392070485,0.166666666666667,0.0550660792951542,0.00513950073421439,0.0176211453744493,0.0969162995594714,0.00954478707782672,0.00954478707782672,0.0822320117474303,0.191629955947137,0.0066079295154185,0.00367107195301028,0.0183553597650514,0.00587371512481645,0.0139500734214391,0,1994
"ortajo01",0,0,0,0,"N",1950,11,26,"Mexico","Sinaloa","Mazatlan",NA,NA,NA,"","","","Jorge","Orta","Jorge",170,70,"L","R",1972-04-15,1987-06-10,"ortaj001","ortajo01",16,5,1755,5829,733,1619,267,63,130,745,79,60,500,715,46,29,33,67,125,1112,1057,27934,2280,1887,115,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,1159,0.277749185108938,0.412077543317893,0.33431906614786,0.134328358208955,0.180500423263834,0.125750557557042,0.277749185108938,0.19883341911134,0.0458054554812146,0.0108080288214102,0.0223022816949734,0.127809229713501,0.0135529250300223,0.0102933607822954,0.0857780065191285,0.122662549322354,0.00789157659975982,0.00497512437810945,0.00566134843026248,0.0114942528735632,0.0214445016297821,0,1972
"leede02",1,442,332,0,"N",1975,9,6,"USA","CA","Sacramento",NA,NA,NA,"","","","Derrek","Lee","Derrek Leon",240,77,"R","R",1997-04-28,2011-09-28,"lee-d002","leede02",15,6,1942,6962,1081,1959,432,30,331,1078,104,48,874,1622,72,70,2,55,199,1901,1816,48482,14910,1367,98,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"1b",0,1,0,0,0,0,0,0,1166,0.28138465958058,0.494685435219764,0.364652681823891,0.213300775639184,0.253573811636456,0.15527147371445,0.28138465958058,0.167480609020396,0.062051134731399,0.00430910657856938,0.0475438092502155,0.154840563056593,0.0149382361390405,0.006894570525711,0.125538638322321,0.232979029014651,0.0103418557885665,0.0100545820166619,0.000287273771904625,0.00790002872737719,0.0285837403045102,0,1997
